Email Address,URL,Event Type,Engagement Time (sec),Traffic Medium,Traffic Source,Date
roydebra@lloydmarshallandadams.com,https://assetmanagement.com/insights/quarterly-report,Page View,256,Organic,LinkedIn,17-06-2024
rebecca81@mayplc.com,https://assetmanagement.com/video/investment-strategies,Video View,73,Email,Event Invitation,30-10-2024
robert84@martinez-harris.com,https://assetmanagement.com/insights,Page View,253,Email,Event Invitation,09-11-2024
johnsonmisty@chamberspageandwhitaker.com,https://assetmanagement.com/products/etf,Product View,231,Organic,Newsletter,14-10-2024
johnsonmisty@chamberspageandwhitaker.com,https://assetmanagement.com/products/esg,Product View,160,Paid,Newsletter,02-09-2024
robert84@martinez-harris.com,https://assetmanagement.com/products/fixed-income,Product View,233,Email,Event Invitation,06-12-2024
victoria57@parker-cox.com,https://assetmanagement.com/video/market-trends,Video View,71,Organic,Newsletter,15-07-2024
mccartyrichard@waltonwebsterandpatrick.com,https://assetmanagement.com/products/esg,Product View,188,Email,Newsletter Campaign,20-07-2024
holmesmary@johnson-silva.com,https://assetmanagement.com/about-us,Page View,71,Email,Event Invitation,01-11-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/products/real-estate,Product View,240,Organic,Newsletter,19-07-2024
jessicarobertson@rogers-castro.com,https://assetmanagement.com/about-us,Page View,242,Email,Investment Update,20-07-2024
hector56@halelopezandcarter.com,https://assetmanagement.com/video/investment-strategies,Video View,56,Email,Event Invitation,28-09-2024
bairdpeter@mcdanielltd.com,https://assetmanagement.com/insights,Page View,93,Paid,Google,10-11-2024
marcusmay@deanllc.com,https://assetmanagement.com/products/etf,Product View,300,Direct,Newsletter,05-09-2024
rbrown@saunderskellyandweber.com,https://assetmanagement.com/products/esg,Product View,108,Email,Event Invitation,27-11-2024
dmurray@rollins-gray.com,https://assetmanagement.com/products/fixed-income,Product View,104,Email,Event Invitation,08-06-2024
hector56@halelopezandcarter.com,https://assetmanagement.com/video/market-trends,Video View,59,Organic,Newsletter,20-10-2024
dpineda@gonzalez-fields.com,https://assetmanagement.com/contact-us,Form Submission,159,Email,Event Invitation,15-12-2024
velezedward@dean-mcmillan.com,https://assetmanagement.com/about-us,Page View,32,Email,Event Invitation,30-09-2024
scottjoyce@lopezmooreandwilliamson.com,https://assetmanagement.com/products/real-estate,Product View,133,Paid,LinkedIn,08-09-2024
kevin02@hoodharrisonandblackwell.com,https://assetmanagement.com/insights/quarterly-report,Page View,47,Email,Event Invitation,08-06-2024
joneskaren@rodriguezltd.com,https://assetmanagement.com/video/investment-strategies,Video View,291,Referral,Newsletter,28-11-2024
kristen09@graygroup.com,https://assetmanagement.com/insights,Page View,299,Direct,LinkedIn,16-11-2024
karafuentes@williamsplc.com,https://assetmanagement.com/products/etf,Product View,294,Referral,LinkedIn,18-08-2024
lauren40@jameslynnandoneill.com,https://assetmanagement.com/products/esg,Product View,142,Email,Event Invitation,07-07-2024
janet96@gibbsltd.com,https://assetmanagement.com/products/fixed-income,Product View,274,Paid,Google,25-10-2024
zchapman@brown-richardson.com,https://assetmanagement.com/video/market-trends,Video View,203,Paid,LinkedIn,01-11-2024
ramirezheather@wilsonplc.com,https://assetmanagement.com/contact-us,Form Submission,158,Organic,LinkedIn,11-10-2024
aaron93@cortez-howell.com,https://assetmanagement.com/products/fixed-income,Product View,283,Email,Newsletter Campaign,19-07-2024
kayla73@mooreandsons.com,https://assetmanagement.com/products/real-estate,Product View,225,Email,Event Invitation,17-12-2024
lsutton@jacobsgroup.com,https://assetmanagement.com/products/esg,Product View,162,Email,Investment Update,18-07-2024
rflores@mccann-johnson.com,https://assetmanagement.com/video/investment-strategies,Video View,233,Email,Event Invitation,13-09-2024
bergerkenneth@woodsllc.com,https://assetmanagement.com/insights,Page View,269,Email,Event Invitation,19-08-2024
omunoz@curtisltd.com,https://assetmanagement.com/products/etf,Product View,201,Direct,LinkedIn,21-06-2024
danielpruitt@danielsltd.com,https://assetmanagement.com/products/esg,Product View,147,Direct,Google,26-12-2024
wilsonapril@lynchllc.com,https://assetmanagement.com/products/fixed-income,Product View,198,Direct,LinkedIn,15-12-2024
travis03@johnson-sosa.com,https://assetmanagement.com/video/market-trends,Video View,35,Referral,LinkedIn,08-07-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/contact-us,Form Submission,280,Paid,LinkedIn,13-10-2024
lisamarshall@ingramgloverandroberts.com,https://assetmanagement.com/about-us,Page View,45,Direct,Google,04-01-2025
jessicarobertson@rogers-castro.com,https://assetmanagement.com/products/real-estate,Product View,139,Paid,Google,15-07-2024
afowler@nixongroup.com,https://assetmanagement.com/insights/quarterly-report,Page View,160,Email,Event Invitation,28-11-2024
jody98@webbpowellandtucker.com,https://assetmanagement.com/video/investment-strategies,Video View,246,Email,Event Invitation,29-06-2024
vcharles@guzman-cook.com,https://assetmanagement.com/insights,Page View,201,Organic,Newsletter,02-01-2025
reedmichelle@ramirezllc.com,https://assetmanagement.com/products/etf,Product View,204,Paid,Google,28-07-2024
laura68@allencummingsandmercer.com,https://assetmanagement.com/products/esg,Product View,240,Paid,Google,16-09-2024
alexandriavalencia@mendeztranandmiller.com,https://assetmanagement.com/products/fixed-income,Product View,270,Organic,Google,07-06-2024
kthomas@johnsonhernandezandrowe.com,https://assetmanagement.com/video/market-trends,Video View,50,Email,Event Invitation,16-08-2024
jwalker@thomasplc.com,https://assetmanagement.com/contact-us,Form Submission,219,Email,Event Invitation,23-06-2024
james61@carsonpeckandaguirre.com,https://assetmanagement.com/about-us,Page View,45,Email,Event Invitation,17-09-2024
ysingh@morrisinc.com,https://assetmanagement.com/products/real-estate,Product View,33,Referral,LinkedIn,21-11-2024
campbellpeggy@robinsonandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,73,Email,Event Invitation,10-09-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/video/investment-strategies,Video View,290,Email,Event Invitation,24-08-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/insights,Page View,134,Organic,Newsletter,03-09-2024
christophersmith@smithmendozaandkelly.com,https://assetmanagement.com/products/etf,Product View,158,Organic,Google,14-07-2024
marcusmay@deanllc.com,https://assetmanagement.com/products/esg,Product View,221,Email,Event Invitation,14-10-2024
ryan57@patelinc.com,https://assetmanagement.com/products/fixed-income,Product View,132,Paid,Google,20-10-2024
wdelacruz@hillandsons.com,https://assetmanagement.com/video/market-trends,Video View,276,Paid,Newsletter,23-10-2024
donnamclaughlin@youngtaylorandharris.com,https://assetmanagement.com/contact-us,Form Submission,279,Referral,Newsletter,27-11-2024
kennedypaula@burgessandsons.com,https://assetmanagement.com/about-us,Page View,284,Organic,Google,14-06-2024
robert08@jonesevansandallen.com,https://assetmanagement.com/products/real-estate,Product View,51,Email,Event Invitation,16-07-2024
kimberly72@scottgrimesandsoto.com,https://assetmanagement.com/insights/quarterly-report,Page View,200,Email,Event Invitation,23-12-2024
lsutton@jacobsgroup.com,https://assetmanagement.com/products/fixed-income,Product View,193,Email,Investment Update,15-07-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/insights,Page View,111,Email,Event Invitation,12-06-2024
eanderson@harringtonbanksandhill.com,https://assetmanagement.com/products/etf,Product View,72,Email,Event Invitation,13-12-2024
brooksjose@gonzalez-holland.com,https://assetmanagement.com/products/esg,Product View,227,Paid,Newsletter,02-12-2024
jacobbrock@graygilbertanddelgado.com,https://assetmanagement.com/products/fixed-income,Product View,183,Organic,Newsletter,12-07-2024
millersarah@brown-rodriguez.com,https://assetmanagement.com/video/market-trends,Video View,78,Email,Event Invitation,29-08-2024
josephdavila@jackson-pope.com,https://assetmanagement.com/contact-us,Form Submission,127,Email,Event Invitation,09-07-2024
moorekevin@walsh-pruitt.com,https://assetmanagement.com/about-us,Page View,32,Email,Event Invitation,03-09-2024
kaitlynblankenship@blackwellsandwalker.com,https://assetmanagement.com/products/real-estate,Product View,106,Organic,LinkedIn,28-06-2024
richardprice@jonesandsons.com,https://assetmanagement.com/products/fixed-income,Product View,80,Organic,LinkedIn,11-07-2024
eanderson@harringtonbanksandhill.com,https://assetmanagement.com/video/investment-strategies,Video View,211,Email,Event Invitation,02-01-2025
dmurray@rollins-gray.com,https://assetmanagement.com/insights,Page View,75,Organic,Newsletter,17-06-2024
fgriffith@wellslewisandjohnson.com,https://assetmanagement.com/products/etf,Product View,35,Direct,LinkedIn,02-10-2024
daniel44@harriswoodsandjones.com,https://assetmanagement.com/products/esg,Product View,286,Organic,Google,30-10-2024
caseydavid@martinllc.com,https://assetmanagement.com/products/fixed-income,Product View,192,Email,Event Invitation,02-07-2024
lawrencelittle@ellisltd.com,https://assetmanagement.com/video/market-trends,Video View,292,Organic,Newsletter,12-09-2024
debbiefisher@morganrichardsonandmccoy.com,https://assetmanagement.com/contact-us,Form Submission,237,Email,Event Invitation,10-09-2024
omunoz@curtisltd.com,https://assetmanagement.com/about-us,Page View,273,Referral,LinkedIn,18-12-2024
shannon61@becker-phillips.com,https://assetmanagement.com/products/real-estate,Product View,255,Direct,Newsletter,30-10-2024
mary27@carneyspencerandsantos.com,https://assetmanagement.com/insights/quarterly-report,Page View,268,Organic,LinkedIn,23-10-2024
wdelacruz@hillandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,277,Direct,Google,31-08-2024
elijahmorgan@tuckermyersandyang.com,https://assetmanagement.com/insights,Page View,133,Email,Event Invitation,04-07-2024
wdelacruz@hillandsons.com,https://assetmanagement.com/products/etf,Product View,74,Referral,Newsletter,23-11-2024
rcampbell@rossyatesandnelson.com,https://assetmanagement.com/products/esg,Product View,298,Email,Event Invitation,09-06-2024
janet96@gibbsltd.com,https://assetmanagement.com/products/fixed-income,Product View,63,Referral,Google,07-10-2024
williamscarmen@fox-chen.com,https://assetmanagement.com/video/market-trends,Video View,71,Direct,LinkedIn,08-12-2024
theresawang@browngroup.com,https://assetmanagement.com/contact-us,Form Submission,87,Organic,Newsletter,12-07-2024
catherinewilliams@leellc.com,https://assetmanagement.com/about-us,Page View,130,Organic,Google,27-09-2024
elijahmorgan@tuckermyersandyang.com,https://assetmanagement.com/products/real-estate,Product View,193,Email,Event Invitation,20-10-2024
hobrien@jenkinsrobinsonandduran.com,https://assetmanagement.com/insights/quarterly-report,Page View,49,Email,Event Invitation,23-11-2024
mccartyrichard@waltonwebsterandpatrick.com,https://assetmanagement.com/video/investment-strategies,Video View,118,Paid,LinkedIn,10-07-2024
dconner@graves-chapman.com,https://assetmanagement.com/insights,Page View,235,Referral,Newsletter,29-12-2024
rcampbell@rossyatesandnelson.com,https://assetmanagement.com/products/etf,Product View,167,Paid,Google,22-08-2024
davidnichols@bell-montes.com,https://assetmanagement.com/products/esg,Product View,242,Paid,LinkedIn,13-08-2024
bsimpson@woodsjacobsandbeard.com,https://assetmanagement.com/products/fixed-income,Product View,75,Paid,LinkedIn,25-12-2024
rcampbell@rossyatesandnelson.com,https://assetmanagement.com/video/market-trends,Video View,216,Email,Event Invitation,05-08-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/insights/quarterly-report,Page View,297,Email,Investment Update,08-07-2024
gabriellatownsend@floresandsons.com,https://assetmanagement.com/about-us,Page View,35,Email,Event Invitation,25-07-2024
thomasfitzpatrick@williamsandsons.com,https://assetmanagement.com/products/real-estate,Product View,297,Email,Event Invitation,14-10-2024
patricia25@gordonwebbandrichardson.com,https://assetmanagement.com/insights/quarterly-report,Page View,90,Direct,Google,01-12-2024
janet96@gibbsltd.com,https://assetmanagement.com/video/investment-strategies,Video View,35,Direct,Newsletter,30-12-2024
kimberly72@scottgrimesandsoto.com,https://assetmanagement.com/insights,Page View,107,Direct,LinkedIn,28-10-2024
kreed@wrightmannandcook.com,https://assetmanagement.com/products/etf,Product View,150,Referral,Newsletter,18-09-2024
doris66@franklingroup.com,https://assetmanagement.com/products/esg,Product View,200,Organic,LinkedIn,07-12-2024
michaelbriggs@rogersgroup.com,https://assetmanagement.com/products/fixed-income,Product View,160,Paid,Google,04-01-2025
bhines@leeinc.com,https://assetmanagement.com/video/market-trends,Video View,269,Email,Event Invitation,19-07-2024
wilsonapril@lynchllc.com,https://assetmanagement.com/contact-us,Form Submission,154,Direct,Google,16-10-2024
vgordon@bennett-sullivan.com,https://assetmanagement.com/about-us,Page View,264,Email,Event Invitation,29-06-2024
lsutton@jacobsgroup.com,https://assetmanagement.com/products/etf,Product View,142,Email,Event Invitation,07-07-2024
roydebra@lloydmarshallandadams.com,https://assetmanagement.com/insights/quarterly-report,Page View,280,Referral,Newsletter,03-09-2024
john54@crawfordgroup.com,https://assetmanagement.com/video/investment-strategies,Video View,276,Paid,Newsletter,25-10-2024
caitlinhill@christensen-brown.com,https://assetmanagement.com/insights,Page View,171,Email,Event Invitation,22-08-2024
meganvaldez@evanshowellandyoung.com,https://assetmanagement.com/products/etf,Product View,242,Organic,LinkedIn,28-08-2024
linelizabeth@richardsbrooksandmarshall.com,https://assetmanagement.com/products/esg,Product View,224,Email,Event Invitation,27-11-2024
donnamclaughlin@youngtaylorandharris.com,https://assetmanagement.com/products/fixed-income,Product View,144,Paid,Newsletter,04-12-2024
kaitlynblankenship@blackwellsandwalker.com,https://assetmanagement.com/video/market-trends,Video View,158,Email,Event Invitation,16-08-2024
jamierandall@mendeztuckerandwalters.com,https://assetmanagement.com/contact-us,Form Submission,208,Organic,Newsletter,04-01-2025
karafuentes@williamsplc.com,https://assetmanagement.com/about-us,Page View,189,Email,Event Invitation,19-08-2024
kyle39@kane-steele.com,https://assetmanagement.com/products/real-estate,Product View,144,Email,Event Invitation,08-12-2024
jessicarobertson@rogers-castro.com,https://assetmanagement.com/products/fixed-income,Product View,66,Direct,Newsletter,02-07-2024
stephenvazquez@smithinc.com,https://assetmanagement.com/video/investment-strategies,Video View,142,Organic,Newsletter,20-09-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/insights,Page View,112,Email,Event Invitation,03-12-2024
christina22@friedmanmartinezandmeyers.com,https://assetmanagement.com/insights,Page View,72,Direct,LinkedIn,01-07-2024
scottjoyce@lopezmooreandwilliamson.com,https://assetmanagement.com/products/esg,Product View,228,Referral,Google,27-10-2024
holmesmary@johnson-silva.com,https://assetmanagement.com/products/fixed-income,Product View,227,Email,Event Invitation,04-06-2024
catherinewilliams@leellc.com,https://assetmanagement.com/video/market-trends,Video View,205,Direct,Newsletter,02-12-2024
goconnor@long-johnson.com,https://assetmanagement.com/contact-us,Form Submission,88,Paid,Newsletter,05-06-2024
brandontran@parsonscarlsonandyork.com,https://assetmanagement.com/about-us,Page View,128,Email,Event Invitation,14-11-2024
xrodriguez@millerwatsonandberg.com,https://assetmanagement.com/products/real-estate,Product View,282,Email,Event Invitation,03-12-2024
billy40@wright-parker.com,https://assetmanagement.com/insights/quarterly-report,Page View,225,Paid,LinkedIn,26-07-2024
taylor76@smithandsons.com,https://assetmanagement.com/video/investment-strategies,Video View,180,Referral,Google,13-07-2024
peter01@atkinsonwrightandbrown.com,https://assetmanagement.com/insights,Page View,53,Email,Event Invitation,13-09-2024
walter26@farrellericksonandfrost.com,https://assetmanagement.com/products/etf,Product View,282,Email,Event Invitation,07-06-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/products/esg,Product View,142,Referral,Google,21-09-2024
mccartyrichard@waltonwebsterandpatrick.com,https://assetmanagement.com/video/investment-strategies,Video View,62,Paid,Twitter,30-06-2024
nataliecarter@strongltd.com,https://assetmanagement.com/video/market-trends,Video View,133,Email,Event Invitation,11-06-2024
eparker@aliwhiteandkim.com,https://assetmanagement.com/contact-us,Form Submission,171,Email,Event Invitation,20-08-2024
deanmckenzie@simpsonplc.com,https://assetmanagement.com/about-us,Page View,125,Email,Event Invitation,20-11-2024
thomasfitzpatrick@williamsandsons.com,https://assetmanagement.com/products/real-estate,Product View,84,Email,Event Invitation,06-08-2024
amanda01@williams-austin.com,https://assetmanagement.com/insights/quarterly-report,Page View,133,Direct,Google,21-11-2024
evanslindsay@wardplc.com,https://assetmanagement.com/video/investment-strategies,Video View,181,Direct,LinkedIn,18-09-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/products/fixed-income,Product View,254,Paid,LinkedIn,30-06-2024
vgordon@bennett-sullivan.com,https://assetmanagement.com/products/etf,Product View,116,Email,Event Invitation,26-06-2024
gilesnicole@gonzalezltd.com,https://assetmanagement.com/products/esg,Product View,276,Organic,Google,26-08-2024
caitlinhill@christensen-brown.com,https://assetmanagement.com/products/fixed-income,Product View,258,Direct,LinkedIn,28-07-2024
michaelromero@morris-ryan.com,https://assetmanagement.com/video/market-trends,Video View,116,Referral,LinkedIn,27-11-2024
rebecca81@mayplc.com,https://assetmanagement.com/contact-us,Form Submission,294,Email,Event Invitation,08-12-2024
ruizkristi@martinezdavisandmoore.com,https://assetmanagement.com/about-us,Page View,98,Paid,LinkedIn,14-08-2024
reedmichelle@ramirezllc.com,https://assetmanagement.com/products/real-estate,Product View,73,Email,Event Invitation,02-10-2024
williamshelton@gibsonwelchandtaylor.com,https://assetmanagement.com/insights/quarterly-report,Page View,55,Direct,Newsletter,05-10-2024
osmith@hendersoninc.com,https://assetmanagement.com/video/investment-strategies,Video View,293,Direct,LinkedIn,13-09-2024
mcdonaldashley@rayltd.com,https://assetmanagement.com/insights,Page View,253,Email,Event Invitation,02-06-2024
linelizabeth@richardsbrooksandmarshall.com,https://assetmanagement.com/products/etf,Product View,241,Direct,Newsletter,07-08-2024
vcharles@guzman-cook.com,https://assetmanagement.com/products/esg,Product View,31,Email,Event Invitation,03-10-2024
kyle39@kane-steele.com,https://assetmanagement.com/products/fixed-income,Product View,65,Referral,Newsletter,09-10-2024
jacksonjaime@powellinc.com,https://assetmanagement.com/video/market-trends,Video View,274,Email,Event Invitation,24-06-2024
banderson@jordanltd.com,https://assetmanagement.com/contact-us,Form Submission,270,Email,Event Invitation,11-08-2024
stefanierice@huntandsons.com,https://assetmanagement.com/about-us,Page View,157,Organic,LinkedIn,20-08-2024
taylor76@smithandsons.com,https://assetmanagement.com/products/real-estate,Product View,64,Referral,Newsletter,05-11-2024
nrose@gordonwintersandgomez.com,https://assetmanagement.com/insights/quarterly-report,Page View,34,Organic,Google,06-07-2024
christina05@campbellhillandparrish.com,https://assetmanagement.com/video/investment-strategies,Video View,152,Referral,Google,01-10-2024
ysingh@morrisinc.com,https://assetmanagement.com/insights,Page View,102,Paid,LinkedIn,12-10-2024
barajasbenjamin@donaldsonmartinandbarton.com,https://assetmanagement.com/products/etf,Product View,293,Referral,Google,24-12-2024
aaron93@cortez-howell.com,https://assetmanagement.com/about-us,Page View,292,Referral,Newsletter,28-06-2024
diane68@woods-anderson.com,https://assetmanagement.com/products/fixed-income,Product View,182,Direct,LinkedIn,20-11-2024
mstanley@daygarciaandwilson.com,https://assetmanagement.com/video/market-trends,Video View,35,Paid,LinkedIn,06-08-2024
tammy97@reyesandsons.com,https://assetmanagement.com/contact-us,Form Submission,189,Email,Event Invitation,25-12-2024
maciasoscar@lee-lyons.com,https://assetmanagement.com/about-us,Page View,173,Email,Event Invitation,24-11-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/products/real-estate,Product View,158,Paid,LinkedIn,09-12-2024
kreed@wrightmannandcook.com,https://assetmanagement.com/insights/quarterly-report,Page View,80,Email,Event Invitation,09-08-2024
craig06@smith-cole.com,https://assetmanagement.com/video/investment-strategies,Video View,286,Email,Event Invitation,10-11-2024
michael64@brown-watson.com,https://assetmanagement.com/insights,Page View,242,Organic,LinkedIn,25-11-2024
scottjoyce@lopezmooreandwilliamson.com,https://assetmanagement.com/products/etf,Product View,230,Organic,Newsletter,15-11-2024
janet96@gibbsltd.com,https://assetmanagement.com/products/esg,Product View,208,Email,Event Invitation,14-11-2024
travis03@johnson-sosa.com,https://assetmanagement.com/products/fixed-income,Product View,178,Organic,Google,29-11-2024
theresawang@browngroup.com,https://assetmanagement.com/video/market-trends,Video View,92,Direct,Newsletter,15-06-2024
mallorybarajas@forbes-brooks.com,https://assetmanagement.com/contact-us,Form Submission,256,Referral,Newsletter,17-09-2024
ernestflores@ortiz-thomas.com,https://assetmanagement.com/about-us,Page View,87,Direct,Google,03-09-2024
sfletcher@evans-mullins.com,https://assetmanagement.com/products/real-estate,Product View,274,Organic,LinkedIn,07-06-2024
mccartyrichard@waltonwebsterandpatrick.com,https://assetmanagement.com/products/esg,Product View,159,Organic,Newsletter,24-06-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/contact-us,Form Submission,481,Direct,Direct,21-12-2024
dawnsmith@jamesreyesandrhodes.com,https://assetmanagement.com/insights,Page View,42,Email,Event Invitation,26-11-2024
coreyharrell@norris-brown.com,https://assetmanagement.com/products/etf,Product View,76,Direct,LinkedIn,07-08-2024
emilyrobinson@dunnvillarrealandcastro.com,https://assetmanagement.com/products/esg,Product View,131,Email,Event Invitation,01-10-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/products/fixed-income,Product View,39,Referral,Newsletter,27-11-2024
tamarahernandez@mitchellandsons.com,https://assetmanagement.com/products/etf,Product View,38,Direct,Google,21-06-2024
ykim@ingraminc.com,https://assetmanagement.com/contact-us,Form Submission,271,Email,Event Invitation,07-11-2024
bradcurtis@long-molina.com,https://assetmanagement.com/about-us,Page View,89,Email,Event Invitation,05-08-2024
billy40@wright-parker.com,https://assetmanagement.com/products/real-estate,Product View,245,Email,Event Invitation,05-11-2024
stefanierice@huntandsons.com,https://assetmanagement.com/insights/quarterly-report,Page View,248,Email,Event Invitation,24-09-2024
bowerskimberly@harrellwongandwilliams.com,https://assetmanagement.com/video/investment-strategies,Video View,46,Paid,LinkedIn,19-10-2024
davischristine@garciapaceandyoung.com,https://assetmanagement.com/insights,Page View,50,Email,Event Invitation,18-08-2024
qwall@hanna-sloan.com,https://assetmanagement.com/products/etf,Product View,193,Organic,Newsletter,11-09-2024
jonathan23@chunggroup.com,https://assetmanagement.com/products/esg,Product View,263,Email,Event Invitation,21-11-2024
brandontran@parsonscarlsonandyork.com,https://assetmanagement.com/products/fixed-income,Product View,112,Paid,Google,07-12-2024
daniel44@harriswoodsandjones.com,https://assetmanagement.com/video/market-trends,Video View,262,Email,Event Invitation,29-10-2024
dawnsmith@jamesreyesandrhodes.com,https://assetmanagement.com/contact-us,Form Submission,210,Email,Event Invitation,25-09-2024
davidnichols@bell-montes.com,https://assetmanagement.com/about-us,Page View,178,Email,Event Invitation,19-07-2024
hobrien@jenkinsrobinsonandduran.com,https://assetmanagement.com/products/real-estate,Product View,97,Referral,Newsletter,22-12-2024
mary27@carneyspencerandsantos.com,https://assetmanagement.com/insights/quarterly-report,Page View,135,Email,Event Invitation,22-07-2024
ediaz@leeltd.com,https://assetmanagement.com/video/investment-strategies,Video View,191,Email,Event Invitation,19-06-2024
richardprice@jonesandsons.com,https://assetmanagement.com/contact-us,Form Submission,77,Organic,LinkedIn,21-06-2024
david71@harding-lee.com,https://assetmanagement.com/products/etf,Product View,92,Direct,Newsletter,02-01-2025
christopher73@lyonsgroup.com,https://assetmanagement.com/products/esg,Product View,119,Direct,LinkedIn,27-07-2024
heather68@adamsrogersandwebb.com,https://assetmanagement.com/products/fixed-income,Product View,146,Organic,LinkedIn,27-12-2024
holmesmary@johnson-silva.com,https://assetmanagement.com/video/market-trends,Video View,239,Email,Event Invitation,16-07-2024
brooksjose@gonzalez-holland.com,https://assetmanagement.com/contact-us,Form Submission,87,Direct,Newsletter,01-12-2024
jcook@savage-calhoun.com,https://assetmanagement.com/about-us,Page View,133,Referral,Google,05-01-2025
kaitlynblankenship@blackwellsandwalker.com,https://assetmanagement.com/products/real-estate,Product View,169,Organic,LinkedIn,10-12-2024
billy40@wright-parker.com,https://assetmanagement.com/insights/quarterly-report,Page View,212,Email,Event Invitation,23-08-2024
shawlance@rodrigueztaylorandmeyers.com,https://assetmanagement.com/video/investment-strategies,Video View,130,Email,Event Invitation,10-12-2024
kenneth60@clark-cox.com,https://assetmanagement.com/insights,Page View,134,Referral,Google,29-09-2024
erikathompson@hopkins-burgess.com,https://assetmanagement.com/products/etf,Product View,74,Direct,Newsletter,26-10-2024
michaelbenjamin@young-evans.com,https://assetmanagement.com/products/esg,Product View,53,Direct,Newsletter,30-09-2024
duane85@jackson-sanchez.com,https://assetmanagement.com/products/fixed-income,Product View,103,Organic,LinkedIn,14-09-2024
patricia25@gordonwebbandrichardson.com,https://assetmanagement.com/video/market-trends,Video View,272,Referral,Newsletter,22-09-2024
cheryl98@davisinc.com,https://assetmanagement.com/contact-us,Form Submission,223,Paid,Newsletter,17-08-2024
gilesnicole@gonzalezltd.com,https://assetmanagement.com/about-us,Page View,115,Email,Event Invitation,04-12-2024
nguyenjames@gould-brown.com,https://assetmanagement.com/products/real-estate,Product View,290,Referral,LinkedIn,02-10-2024
ramirezheather@wilsonplc.com,https://assetmanagement.com/insights/quarterly-report,Page View,167,Email,Event Invitation,23-11-2024
kthomas@johnsonhernandezandrowe.com,https://assetmanagement.com/video/investment-strategies,Video View,156,Email,Event Invitation,07-12-2024
michaelhernandez@donaldsonandsons.com,https://assetmanagement.com/insights,Page View,37,Email,Event Invitation,05-12-2024
david71@harding-lee.com,https://assetmanagement.com/products/etf,Product View,122,Paid,Google,30-11-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/video/investment-strategies,Video View,349,Organic,Direct,18-12-2024
shannon61@becker-phillips.com,https://assetmanagement.com/products/fixed-income,Product View,143,Referral,Google,08-10-2024
nrose@gordonwintersandgomez.com,https://assetmanagement.com/video/market-trends,Video View,96,Paid,LinkedIn,28-08-2024
ryan57@patelinc.com,https://assetmanagement.com/contact-us,Form Submission,270,Email,Event Invitation,02-11-2024
ediaz@leeltd.com,https://assetmanagement.com/about-us,Page View,266,Email,Event Invitation,10-10-2024
donnamclaughlin@youngtaylorandharris.com,https://assetmanagement.com/products/real-estate,Product View,215,Email,Event Invitation,22-07-2024
dawnsmith@jamesreyesandrhodes.com,https://assetmanagement.com/insights/quarterly-report,Page View,263,Referral,Newsletter,14-07-2024
kaitlynblankenship@blackwellsandwalker.com,https://assetmanagement.com/video/investment-strategies,Video View,117,Email,Event Invitation,05-08-2024
williejohnson@montgomery-zimmerman.com,https://assetmanagement.com/insights,Page View,358,Organic,LinkedIn,08-12-2024
xjones@martinezplc.com,https://assetmanagement.com/products/etf,Product View,288,Email,Event Invitation,26-10-2024
moorekevin@walsh-pruitt.com,https://assetmanagement.com/products/esg,Product View,43,Email,Event Invitation,12-08-2024
morrispamela@lee-anderson.com,https://assetmanagement.com/products/fixed-income,Product View,132,Referral,Google,31-10-2024
kevin02@hoodharrisonandblackwell.com,https://assetmanagement.com/video/market-trends,Video View,118,Referral,Newsletter,10-08-2024
mathismisty@carsonandsons.com,https://assetmanagement.com/contact-us,Form Submission,217,Email,Event Invitation,15-10-2024
jacobbrock@graygilbertanddelgado.com,https://assetmanagement.com/about-us,Page View,297,Email,Event Invitation,07-12-2024
brittneywashington@osborne-howard.com,https://assetmanagement.com/products/real-estate,Product View,187,Referral,LinkedIn,11-10-2024
bradcurtis@long-molina.com,https://assetmanagement.com/insights/quarterly-report,Page View,286,Referral,Google,03-08-2024
xjones@martinezplc.com,https://assetmanagement.com/video/investment-strategies,Video View,253,Paid,LinkedIn,06-09-2024
laura68@allencummingsandmercer.com,https://assetmanagement.com/insights,Page View,166,Email,Event Invitation,29-10-2024
feliciakennedy@simon-morales.com,https://assetmanagement.com/products/etf,Product View,31,Referral,Google,29-06-2024
wallaceheidi@jones-warren.com,https://assetmanagement.com/products/esg,Product View,46,Email,Event Invitation,28-08-2024
doris66@franklingroup.com,https://assetmanagement.com/products/fixed-income,Product View,159,Paid,Newsletter,13-08-2024
